name,id,guid,type,icon,deathTime,abilityName,abilityGuid,abilityType,encounterId,encounterName,encounterDifficulty,encounterKill,encounterDate
Gunqer,3,118902570,Druid,Druid-Restoration,275752,Void Surge,404154,32,2685,2685,5,False,24/09/23
Meeow,169,143983765,Druid,Druid-Feral,277381,,,,2685,2685,5,False,24/09/23
Pepko,170,178016999,Paladin,Paladin-Retribution,278286,Blasting Scream,404754,64,2685,2685,5,False,24/09/23
Bärman,168,181432362,Warrior,Warrior-Fury,278312,Blasting Scream,404754,64,2685,2685,5,False,24/09/23
Catherinee,177,180636202,Monk,Monk-Windwalker,278344,Blasting Scream,404754,64,2685,2685,5,False,24/09/23
Prohus,12,181500240,Evoker,Evoker-Augmentation,278493,Blasting Scream,404754,64,2685,2685,5,False,24/09/23
Shlauffu,229,182304349,Priest,Priest-Shadow,278604,Blasting Scream,404754,64,2685,2685,5,False,24/09/23
Lefox,223,175528845,Shaman,Shaman-Restoration,278834,Void Surge,404154,32,2685,2685,5,False,24/09/23
Klejnotnilu,227,182929355,DeathKnight,DeathKnight-Blood,279176,Melee,1,1,2685,2685,5,False,24/09/23
Grubi,6,180755381,Rogue,Rogue-Subtlety,279577,Void Surge,404154,32,2685,2685,5,False,24/09/23
Pazuzell,225,140773839,DemonHunter,DemonHunter-Vengeance,288900,,,,2685,2685,5,False,24/09/23
Qquo,179,165177271,Priest,Priest-Shadow,5946,Scorching Bomb,401621,4,2685,2685,5,False,24/09/23
Màmbà,96,183169964,Paladin,Paladin-Holy,239944,Destabilize,413070,1,2685,2685,5,False,24/09/23
Catherinee,177,180636202,Monk,Monk-Windwalker,240533,,,,2685,2685,5,False,24/09/23
Cebulaczyna,133,121577266,Hunter,Hunter-Marksmanship,240817,,,,2685,2685,5,False,24/09/23
Pazuzell,225,140773839,DemonHunter,DemonHunter-Vengeance,258280,Lost In Space,404008,32,2685,2685,5,False,24/09/23
Grubi,6,180755381,Rogue,Rogue-Subtlety,258693,Lost In Space,404008,32,2685,2685,5,False,24/09/23
Shlauffu,229,182304349,Priest,Priest-Shadow,275304,Void Bomb,404062,32,2685,2685,5,False,24/09/23
Kryxoria,186,182687721,Priest,Priest-Holy,289148,Embrace of Nothingness,405340,32,2685,2685,5,False,24/09/23
Killeen,178,181540927,Evoker,Evoker-Devastation,296628,Melee,1,1,2685,2685,5,False,24/09/23
Meeow,169,143983765,Druid,Druid-Feral,298789,Melee,1,1,2685,2685,5,False,24/09/23
Nugera,14,181593749,Evoker,Evoker-Augmentation,308599,,,,2685,2685,5,False,24/09/23
Bärman,168,181432362,Warrior,Warrior-Fury,310319,Dread,404300,32,2685,2685,5,False,24/09/23
Pepko,170,178016999,Paladin,Paladin-Retribution,312333,Embrace of Nothingness,405340,32,2685,2685,5,False,24/09/23
Owsianko,10,180528313,DeathKnight,DeathKnight-Unholy,313776,,,,2685,2685,5,False,24/09/23
Lefox,223,175528845,Shaman,Shaman-Restoration,313841,,,,2685,2685,5,False,24/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,314430,,,,2685,2685,5,False,24/09/23
Gunqer,3,118902570,Druid,Druid-Restoration,314837,Blasting Scream,404754,64,2685,2685,5,False,24/09/23
Peanutmage,228,180616658,Mage,Mage-Fire,316113,Oblivion,401952,32,2685,2685,5,False,24/09/23
Prohus,12,181500240,Evoker,Evoker-Augmentation,316821,Astral Formation,403510,1,2685,2685,5,False,24/09/23
Màmbà,96,183169964,Paladin,Paladin-Holy,316961,Astral Formation,403510,1,2685,2685,5,False,24/09/23
Klejnotnilu,227,182929355,DeathKnight,DeathKnight-Blood,322008,Melee,1,1,2685,2685,5,False,24/09/23
Kryxoria,186,182687721,Priest,Priest-Holy,121303,,,,2685,2685,5,False,24/09/23
Bärman,168,181432362,Warrior,Warrior-Fury,130128,End Existence,410611,32,2685,2685,5,False,24/09/23
Prohus,12,181500240,Evoker,Evoker-Augmentation,130128,End Existence,410611,32,2685,2685,5,False,24/09/23
Catherinee,177,180636202,Monk,Monk-Windwalker,130128,End Existence,410611,32,2685,2685,5,False,24/09/23
Meeow,169,143983765,Druid,Druid-Feral,130128,End Existence,410611,32,2685,2685,5,False,24/09/23
Killeen,178,181540927,Evoker,Evoker-Devastation,130128,End Existence,410611,32,2685,2685,5,False,24/09/23
Nugera,14,181593749,Evoker,Evoker-Augmentation,130128,End Existence,410611,32,2685,2685,5,False,24/09/23
Gunqer,3,118902570,Druid,Druid-Restoration,130176,End Existence,410611,32,2685,2685,5,False,24/09/23
Cebulaczyna,133,121577266,Hunter,Hunter-Marksmanship,130176,End Existence,410611,32,2685,2685,5,False,24/09/23
Pazuzell,225,140773839,DemonHunter,DemonHunter-Vengeance,130176,End Existence,410611,32,2685,2685,5,False,24/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,130195,End Existence,410611,32,2685,2685,5,False,24/09/23
Qquo,179,165177271,Priest,Priest-Shadow,130195,End Existence,410611,32,2685,2685,5,False,24/09/23
Lefox,223,175528845,Shaman,Shaman-Restoration,130195,End Existence,410611,32,2685,2685,5,False,24/09/23
Pepko,170,178016999,Paladin,Paladin-Retribution,130195,End Existence,410611,32,2685,2685,5,False,24/09/23
Owsianko,10,180528313,DeathKnight,DeathKnight-Unholy,130195,End Existence,410611,32,2685,2685,5,False,24/09/23
Peanutmage,228,180616658,Mage,Mage-Fire,130195,End Existence,410611,32,2685,2685,5,False,24/09/23
Grubi,6,180755381,Rogue,Rogue-Subtlety,130195,End Existence,410611,32,2685,2685,5,False,24/09/23
Shlauffu,229,182304349,Priest,Priest-Shadow,130195,End Existence,410611,32,2685,2685,5,False,24/09/23
Klejnotnilu,227,182929355,DeathKnight,DeathKnight-Blood,130195,End Existence,410611,32,2685,2685,5,False,24/09/23
Màmbà,96,183169964,Paladin,Paladin-Holy,130195,End Existence,410611,32,2685,2685,5,False,24/09/23
Pazuzell,225,140773839,DemonHunter,DemonHunter-Vengeance,100904,Dazzled,403202,64,2685,2685,5,False,24/09/23
Pazuzell,225,140773839,DemonHunter,DemonHunter-Vengeance,201372,Oblivion,401952,32,2685,2685,5,False,24/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,205010,Void Bomb,404062,32,2685,2685,5,False,24/09/23
Qquo,179,165177271,Priest,Priest-Shadow,205010,Void Bomb,404062,32,2685,2685,5,False,24/09/23
Killeen,178,181540927,Evoker,Evoker-Devastation,212409,Melee,1,1,2685,2685,5,False,24/09/23
Pepko,170,178016999,Paladin,Paladin-Retribution,216357,Oblivion,401952,32,2685,2685,5,False,24/09/23
Catherinee,177,180636202,Monk,Monk-Windwalker,217319,Oblivion,401952,32,2685,2685,5,False,24/09/23
Bärman,168,181432362,Warrior,Warrior-Fury,217351,Oblivion,401952,32,2685,2685,5,False,24/09/23
Peanutmage,228,180616658,Mage,Mage-Fire,222109,Dread,404300,32,2685,2685,5,False,24/09/23
Meeow,169,143983765,Druid,Druid-Feral,222155,,,,2685,2685,5,False,24/09/23
Owsianko,10,180528313,DeathKnight,DeathKnight-Unholy,224483,Blasting Scream,404754,64,2685,2685,5,False,24/09/23
Shlauffu,229,182304349,Priest,Priest-Shadow,224679,Blasting Scream,404754,64,2685,2685,5,False,24/09/23
Prohus,12,181500240,Evoker,Evoker-Augmentation,224775,,,,2685,2685,5,False,24/09/23
Lefox,223,175528845,Shaman,Shaman-Restoration,224827,Blasting Scream,404754,64,2685,2685,5,False,24/09/23
Gunqer,3,118902570,Druid,Druid-Restoration,226194,Lost In Space,404008,32,2685,2685,5,False,24/09/23
Pazuzell,225,140773839,DemonHunter,DemonHunter-Vengeance,226263,Void Surge,404154,32,2685,2685,5,False,24/09/23
Màmbà,96,183169964,Paladin,Paladin-Holy,226328,Oblivion,401952,32,2685,2685,5,False,24/09/23
Nugera,14,181593749,Evoker,Evoker-Augmentation,226498,,,,2685,2685,5,False,24/09/23
Klejnotnilu,227,182929355,DeathKnight,DeathKnight-Blood,227006,Blasting Scream,404754,64,2685,2685,5,False,24/09/23
Cebulaczyna,133,121577266,Hunter,Hunter-Marksmanship,52290,Seared,402053,4,2685,2685,5,False,24/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,70555,Mass Disintegrate,402600,64,2685,2685,5,False,24/09/23
Pazuzell,225,140773839,DemonHunter,DemonHunter-Vengeance,81586,,,,2685,2685,5,False,24/09/23
Prohus,12,181500240,Evoker,Evoker-Augmentation,81677,,,,2685,2685,5,False,24/09/23
Killeen,178,181540927,Evoker,Evoker-Devastation,81782,,,,2685,2685,5,False,24/09/23
Nugera,14,181593749,Evoker,Evoker-Augmentation,82068,,,,2685,2685,5,False,24/09/23
Lefox,223,175528845,Shaman,Shaman-Restoration,82301,,,,2685,2685,5,False,24/09/23
Meeow,169,143983765,Druid,Druid-Feral,82372,,,,2685,2685,5,False,24/09/23
Peanutmage,228,180616658,Mage,Mage-Fire,82679,,,,2685,2685,5,False,24/09/23
Catherinee,177,180636202,Monk,Monk-Windwalker,83190,,,,2685,2685,5,False,24/09/23
Qquo,179,165177271,Priest,Priest-Shadow,83300,,,,2685,2685,5,False,24/09/23
Gunqer,3,118902570,Druid,Druid-Restoration,83453,,,,2685,2685,5,False,24/09/23
Bärman,168,181432362,Warrior,Warrior-Fury,83666,,,,2685,2685,5,False,24/09/23
Kryxoria,186,182687721,Priest,Priest-Holy,84063,,,,2685,2685,5,False,24/09/23
Màmbà,96,183169964,Paladin,Paladin-Holy,84063,,,,2685,2685,5,False,24/09/23
Pepko,170,178016999,Paladin,Paladin-Retribution,84313,,,,2685,2685,5,False,24/09/23
Klejnotnilu,227,182929355,DeathKnight,DeathKnight-Blood,84590,,,,2685,2685,5,False,24/09/23
Owsianko,10,180528313,DeathKnight,DeathKnight-Unholy,85271,,,,2685,2685,5,False,24/09/23
Grubi,6,180755381,Rogue,Rogue-Subtlety,85570,,,,2685,2685,5,False,24/09/23
Shlauffu,229,182304349,Priest,Priest-Shadow,85656,Melee,1,1,2685,2685,5,False,24/09/23
Cebulaczyna,133,121577266,Hunter,Hunter-Marksmanship,233867,Oblivion,401952,32,2685,2685,5,False,24/09/23
Prohus,12,181500240,Evoker,Evoker-Augmentation,235016,,,,2685,2685,5,False,24/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,240604,Destabilize,413070,1,2685,2685,5,False,24/09/23
Pepko,170,178016999,Paladin,Paladin-Retribution,240620,Destabilize,413070,1,2685,2685,5,False,24/09/23
Gunqer,3,118902570,Druid,Druid-Restoration,242362,Oblivion,401952,32,2685,2685,5,False,24/09/23
Qquo,179,165177271,Priest,Priest-Shadow,249513,,,,2685,2685,5,False,24/09/23
Shlauffu,229,182304349,Priest,Priest-Shadow,259994,,,,2685,2685,5,False,24/09/23
Nugera,14,181593749,Evoker,Evoker-Augmentation,274089,Embrace of Nothingness,405340,32,2685,2685,5,False,24/09/23
Killeen,178,181540927,Evoker,Evoker-Devastation,291542,,,,2685,2685,5,False,24/09/23
Meeow,169,143983765,Druid,Druid-Feral,300198,,,,2685,2685,5,False,24/09/23
Gunqer,3,118902570,Druid,Druid-Restoration,312167,,,,2685,2685,5,False,24/09/23
Bärman,168,181432362,Warrior,Warrior-Fury,312256,Embrace of Nothingness,405340,32,2685,2685,5,False,24/09/23
Màmbà,96,183169964,Paladin,Paladin-Holy,313842,,,,2685,2685,5,False,24/09/23
Peanutmage,228,180616658,Mage,Mage-Fire,314870,Blasting Scream,404754,64,2685,2685,5,False,24/09/23
Catherinee,177,180636202,Monk,Monk-Windwalker,314870,Blasting Scream,404754,64,2685,2685,5,False,24/09/23
Grubi,6,180755381,Rogue,Rogue-Subtlety,314870,Blasting Scream,404754,64,2685,2685,5,False,24/09/23
Owsianko,10,180528313,DeathKnight,DeathKnight-Unholy,314984,Blasting Scream,404754,64,2685,2685,5,False,24/09/23
Klejnotnilu,227,182929355,DeathKnight,DeathKnight-Blood,316725,,,,2685,2685,5,False,24/09/23
Pazuzell,225,140773839,DemonHunter,DemonHunter-Vengeance,317385,,,,2685,2685,5,False,24/09/23
Lefox,223,175528845,Shaman,Shaman-Restoration,319153,Melee,1,1,2685,2685,5,False,24/09/23
Cebulaczyna,133,121577266,Hunter,Hunter-Marksmanship,54768,Drifting Embers,402746,4,2685,2685,5,False,24/09/23
Killeen,178,181540927,Evoker,Evoker-Devastation,131077,Lost In Space,404008,32,2685,2685,5,False,24/09/23
Màmbà,96,183169964,Paladin,Paladin-Holy,234390,,,,2685,2685,5,False,24/09/23
Owsianko,10,180528313,DeathKnight,DeathKnight-Unholy,240973,,,,2685,2685,5,False,24/09/23
Klejnotnilu,227,182929355,DeathKnight,DeathKnight-Blood,241823,Destabilize,413070,1,2685,2685,5,False,24/09/23
Nugera,14,181593749,Evoker,Evoker-Augmentation,241855,,,,2685,2685,5,False,24/09/23
Pazuzell,225,140773839,DemonHunter,DemonHunter-Vengeance,242308,,,,2685,2685,5,False,24/09/23
Klejnotnilu,227,182929355,DeathKnight,DeathKnight-Blood,244374,Destabilize,413070,1,2685,2685,5,False,24/09/23
Pazuzell,225,140773839,DemonHunter,DemonHunter-Vengeance,188342,Melee,1,1,2685,2685,5,False,24/09/23
Killeen,178,181540927,Evoker,Evoker-Devastation,195835,Blasting Scream,404754,64,2685,2685,5,False,24/09/23
Peanutmage,228,180616658,Mage,Mage-Fire,197786,,,,2685,2685,5,False,24/09/23
Gunqer,3,118902570,Druid,Druid-Restoration,197898,,,,2685,2685,5,False,24/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,206718,Void Bomb,404062,32,2685,2685,5,False,24/09/23
Cebulaczyna,133,121577266,Hunter,Hunter-Marksmanship,207847,Void Surge,404154,32,2685,2685,5,False,24/09/23
Shlauffu,229,182304349,Priest,Priest-Shadow,207873,Void Surge,404154,32,2685,2685,5,False,24/09/23
Bärman,168,181432362,Warrior,Warrior-Fury,208783,Void Surge,404154,32,2685,2685,5,False,24/09/23
Catherinee,177,180636202,Monk,Monk-Windwalker,208843,Void Surge,404154,32,2685,2685,5,False,24/09/23
Pepko,170,178016999,Paladin,Paladin-Retribution,209819,Void Surge,404154,32,2685,2685,5,False,24/09/23
Owsianko,10,180528313,DeathKnight,DeathKnight-Unholy,209867,Oblivion,401952,32,2685,2685,5,False,24/09/23
Prohus,12,181500240,Evoker,Evoker-Augmentation,209873,Void Surge,404154,32,2685,2685,5,False,24/09/23
Qquo,179,165177271,Priest,Priest-Shadow,209932,Oblivion,401952,32,2685,2685,5,False,24/09/23
Kryxoria,186,182687721,Priest,Priest-Holy,210098,Void Surge,404154,32,2685,2685,5,False,24/09/23
Meeow,169,143983765,Druid,Druid-Feral,210792,Void Surge,404154,32,2685,2685,5,False,24/09/23
Màmbà,96,183169964,Paladin,Paladin-Holy,210817,Void Surge,404154,32,2685,2685,5,False,24/09/23
Nugera,14,181593749,Evoker,Evoker-Augmentation,210830,Void Surge,404154,32,2685,2685,5,False,24/09/23
Pazuzell,225,140773839,DemonHunter,DemonHunter-Vengeance,211843,Oblivion,401952,32,2685,2685,5,False,24/09/23
Lefox,223,175528845,Shaman,Shaman-Restoration,212865,Oblivion,401952,32,2685,2685,5,False,24/09/23
Grubi,6,180755381,Rogue,Rogue-Subtlety,213653,Melee,1,1,2685,2685,5,False,24/09/23
Cebulaczyna,133,121577266,Hunter,Hunter-Marksmanship,29530,Echoing Howl,410247,32,2685,2685,5,False,24/09/23
Pazuzell,225,140773839,DemonHunter,DemonHunter-Vengeance,45758,,,,2685,2685,5,False,24/09/23
Qquo,179,165177271,Priest,Priest-Shadow,46040,Echoing Howl,410247,32,2685,2685,5,False,24/09/23
Meeow,169,143983765,Druid,Druid-Feral,46172,,,,2685,2685,5,False,24/09/23
Lefox,223,175528845,Shaman,Shaman-Restoration,46318,,,,2685,2685,5,False,24/09/23
Pepko,170,178016999,Paladin,Paladin-Retribution,47272,,,,2685,2685,5,False,24/09/23
Nugera,14,181593749,Evoker,Evoker-Augmentation,47445,,,,2685,2685,5,False,24/09/23
Prohus,12,181500240,Evoker,Evoker-Augmentation,47752,,,,2685,2685,5,False,24/09/23
Kryxoria,186,182687721,Priest,Priest-Holy,48461,,,,2685,2685,5,False,24/09/23
Klejnotnilu,227,182929355,DeathKnight,DeathKnight-Blood,49390,,,,2685,2685,5,False,24/09/23
Bärman,168,181432362,Warrior,Warrior-Fury,49662,Scorching Detonation,401525,4,2685,2685,5,False,24/09/23
Owsianko,10,180528313,DeathKnight,DeathKnight-Unholy,49724,Scorching Detonation,401525,4,2685,2685,5,False,24/09/23
Shlauffu,229,182304349,Priest,Priest-Shadow,49791,Scorching Detonation,401525,4,2685,2685,5,False,24/09/23
Killeen,178,181540927,Evoker,Evoker-Devastation,49813,Scorching Detonation,401525,4,2685,2685,5,False,24/09/23
Gunqer,3,118902570,Druid,Druid-Restoration,50032,Echoing Howl,410247,32,2685,2685,5,False,24/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,50096,Melee,1,1,2685,2685,5,False,24/09/23
Màmbà,96,183169964,Paladin,Paladin-Holy,50442,Drifting Embers,402746,4,2685,2685,5,False,24/09/23
Peanutmage,228,180616658,Mage,Mage-Fire,50720,Scorching Detonation,401525,4,2685,2685,5,False,24/09/23
Catherinee,177,180636202,Monk,Monk-Windwalker,51580,Scorching Detonation,401525,4,2685,2685,5,False,24/09/23
Grubi,6,180755381,Rogue,Rogue-Subtlety,53049,,,,2685,2685,5,False,24/09/23
Killeen,178,181540927,Evoker,Evoker-Devastation,5900,Scorching Bomb,401621,4,2685,2685,5,False,24/09/23
Cebulaczyna,133,121577266,Hunter,Hunter-Marksmanship,228117,Dread,404300,32,2685,2685,5,False,24/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,312122,Embrace of Nothingness,405340,32,2685,2685,5,False,24/09/23
Owsianko,10,180528313,DeathKnight,DeathKnight-Unholy,312122,Embrace of Nothingness,405340,32,2685,2685,5,False,24/09/23
Catherinee,177,180636202,Monk,Monk-Windwalker,312122,Embrace of Nothingness,405340,32,2685,2685,5,False,24/09/23
Bärman,168,181432362,Warrior,Warrior-Fury,312122,Embrace of Nothingness,405340,32,2685,2685,5,False,24/09/23
Killeen,178,181540927,Evoker,Evoker-Devastation,313078,Cosmic Ascension,403771,32,2685,2685,5,False,24/09/23
Shlauffu,229,182304349,Priest,Priest-Shadow,313078,Cosmic Ascension,403771,32,2685,2685,5,False,24/09/23
Pepko,170,178016999,Paladin,Paladin-Retribution,313176,,,,2685,2685,5,False,24/09/23
Cebulaczyna,133,121577266,Hunter,Hunter-Marksmanship,316562,Astral Formation,403497,32,2685,2685,5,False,24/09/23
Qquo,179,165177271,Priest,Priest-Shadow,316562,Astral Formation,403510,1,2685,2685,5,False,24/09/23
Pazuzell,225,140773839,DemonHunter,DemonHunter-Vengeance,320509,,,,2685,2685,5,False,24/09/23
Kryxoria,186,182687721,Priest,Priest-Holy,324679,Dread,404300,32,2685,2685,5,False,24/09/23
Prohus,12,181500240,Evoker,Evoker-Augmentation,335075,Void Bomb,404062,32,2685,2685,5,False,24/09/23
Lefox,223,175528845,Shaman,Shaman-Restoration,336164,Void Surge,404154,32,2685,2685,5,False,24/09/23
Meeow,169,143983765,Druid,Druid-Feral,337168,Void Surge,404154,32,2685,2685,5,False,24/09/23
Peanutmage,228,180616658,Mage,Mage-Fire,337650,Void Surge,404154,32,2685,2685,5,False,24/09/23
Nugera,14,181593749,Evoker,Evoker-Augmentation,338132,Void Surge,404154,32,2685,2685,5,False,24/09/23
Màmbà,96,183169964,Paladin,Paladin-Holy,338132,Embrace of Nothingness,405340,32,2685,2685,5,False,24/09/23
Grubi,6,180755381,Rogue,Rogue-Subtlety,338166,Void Surge,404154,32,2685,2685,5,False,24/09/23
Klejnotnilu,227,182929355,DeathKnight,DeathKnight-Blood,348587,Blasting Scream,404754,64,2685,2685,5,False,24/09/23
Kryxoria,186,182687721,Priest,Priest-Holy,45781,Scorching Bomb,401621,4,2685,2685,5,False,24/09/23
Qquo,179,165177271,Priest,Priest-Shadow,52818,Scorching Detonation,401525,4,2685,2685,5,False,24/09/23
Meeow,169,143983765,Druid,Druid-Feral,59012,,,,2685,2685,5,False,24/09/23
Pazuzell,225,140773839,DemonHunter,DemonHunter-Vengeance,59954,,,,2685,2685,5,False,24/09/23
Lefox,223,175528845,Shaman,Shaman-Restoration,60012,Scorching Bomb,401621,4,2685,2685,5,False,24/09/23
Nugera,14,181593749,Evoker,Evoker-Augmentation,60115,,,,2685,2685,5,False,24/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,60715,,,,2685,2685,5,False,24/09/23
Prohus,12,181500240,Evoker,Evoker-Augmentation,61256,,,,2685,2685,5,False,24/09/23
Bärman,168,181432362,Warrior,Warrior-Fury,61419,,,,2685,2685,5,False,24/09/23
Màmbà,96,183169964,Paladin,Paladin-Holy,61653,,,,2685,2685,5,False,24/09/23
Killeen,178,181540927,Evoker,Evoker-Devastation,62265,,,,2685,2685,5,False,24/09/23
Owsianko,10,180528313,DeathKnight,DeathKnight-Unholy,64043,Blazing Blast,401340,4,2685,2685,5,False,24/09/23
Klejnotnilu,227,182929355,DeathKnight,DeathKnight-Blood,64222,,,,2685,2685,5,False,24/09/23
Pepko,170,178016999,Paladin,Paladin-Retribution,64295,,,,2685,2685,5,False,24/09/23
Gunqer,3,118902570,Druid,Druid-Restoration,65067,,,,2685,2685,5,False,24/09/23
Cebulaczyna,133,121577266,Hunter,Hunter-Marksmanship,67981,Burning Claws,401327,1,2685,2685,5,False,24/09/23
Grubi,6,180755381,Rogue,Rogue-Subtlety,69936,,,,2685,2685,5,False,24/09/23
Catherinee,177,180636202,Monk,Monk-Windwalker,70165,Melee,1,1,2685,2685,5,False,24/09/23
Shlauffu,229,182304349,Priest,Priest-Shadow,70552,Mass Disintegrate,402600,64,2685,2685,5,False,24/09/23
Peanutmage,228,180616658,Mage,Mage-Fire,75251,Scorching Detonation,401525,4,2685,2685,5,False,24/09/23
Owsianko,10,180528313,DeathKnight,DeathKnight-Unholy,75676,Drifting Embers,402746,4,2685,2685,5,False,24/09/23
Klejnotnilu,227,182929355,DeathKnight,DeathKnight-Blood,230801,,,,2685,2685,5,False,24/09/23
Cebulaczyna,133,121577266,Hunter,Hunter-Marksmanship,51673,Scorching Detonation,401525,4,2685,2685,5,False,24/09/23
Owsianko,10,180528313,DeathKnight,DeathKnight-Unholy,52595,Drifting Embers,402746,4,2685,2685,5,False,24/09/23
Prohus,12,181500240,Evoker,Evoker-Augmentation,61448,,,,2685,2685,5,False,24/09/23
Killeen,178,181540927,Evoker,Evoker-Devastation,62386,,,,2685,2685,5,False,24/09/23
Lefox,223,175528845,Shaman,Shaman-Restoration,62705,,,,2685,2685,5,False,24/09/23
Kryxoria,186,182687721,Priest,Priest-Holy,62705,,,,2685,2685,5,False,24/09/23
Nugera,14,181593749,Evoker,Evoker-Augmentation,63112,,,,2685,2685,5,False,24/09/23
Meeow,169,143983765,Druid,Druid-Feral,64037,,,,2685,2685,5,False,24/09/23
Pepko,170,178016999,Paladin,Paladin-Retribution,64520,,,,2685,2685,5,False,24/09/23
Bärman,168,181432362,Warrior,Warrior-Fury,64944,,,,2685,2685,5,False,24/09/23
Pazuzell,225,140773839,DemonHunter,DemonHunter-Vengeance,65712,,,,2685,2685,5,False,24/09/23
Klejnotnilu,227,182929355,DeathKnight,DeathKnight-Blood,68367,,,,2685,2685,5,False,24/09/23
Grubi,6,180755381,Rogue,Rogue-Subtlety,68603,,,,2685,2685,5,False,24/09/23
Gunqer,3,118902570,Druid,Druid-Restoration,69939,,,,2685,2685,5,False,24/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,70487,Melee,1,1,2685,2685,5,False,24/09/23
Qquo,179,165177271,Priest,Priest-Shadow,71077,,,,2685,2685,5,False,24/09/23
Shlauffu,229,182304349,Priest,Priest-Shadow,71565,Scorching Detonation,401525,4,2685,2685,5,False,24/09/23
Shlauffu,229,182304349,Priest,Priest-Shadow,96039,Dazzled,403202,64,2685,2685,5,False,24/09/23
Shlauffu,229,182304349,Priest,Priest-Shadow,115256,,,,2685,2685,5,False,24/09/23
Pazuzell,225,140773839,DemonHunter,DemonHunter-Vengeance,129851,Melee,1,1,2685,2685,5,False,24/09/23
Cebulaczyna,133,121577266,Hunter,Hunter-Marksmanship,130845,Lost In Space,404008,32,2685,2685,5,False,24/09/23
Kryxoria,186,182687721,Priest,Priest-Holy,135321,,,,2685,2685,5,False,24/09/23
Prohus,12,181500240,Evoker,Evoker-Augmentation,135588,,,,2685,2685,5,False,24/09/23
Lefox,223,175528845,Shaman,Shaman-Restoration,136404,,,,2685,2685,5,False,24/09/23
Nugera,14,181593749,Evoker,Evoker-Augmentation,136979,,,,2685,2685,5,False,24/09/23
Bärman,168,181432362,Warrior,Warrior-Fury,137405,,,,2685,2685,5,False,24/09/23
Meeow,169,143983765,Druid,Druid-Feral,137664,,,,2685,2685,5,False,24/09/23
Killeen,178,181540927,Evoker,Evoker-Devastation,137992,,,,2685,2685,5,False,24/09/23
Pepko,170,178016999,Paladin,Paladin-Retribution,138535,,,,2685,2685,5,False,24/09/23
Klejnotnilu,227,182929355,DeathKnight,DeathKnight-Blood,139133,,,,2685,2685,5,False,24/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,140827,Melee,1,1,2685,2685,5,False,24/09/23
Qquo,179,165177271,Priest,Priest-Shadow,140827,Melee,1,1,2685,2685,5,False,24/09/23
Màmbà,96,183169964,Paladin,Paladin-Holy,141757,,,,2685,2685,5,False,24/09/23
Catherinee,177,180636202,Monk,Monk-Windwalker,144057,Cosmic Volley,411302,32,2685,2685,5,False,24/09/23
Gunqer,3,118902570,Druid,Druid-Restoration,145086,,,,2685,2685,5,False,24/09/23
Owsianko,10,180528313,DeathKnight,DeathKnight-Unholy,145294,,,,2685,2685,5,False,24/09/23
Grubi,6,180755381,Rogue,Rogue-Subtlety,145803,,,,2685,2685,5,False,24/09/23
Peanutmage,228,180616658,Mage,Mage-Fire,148294,Void Claws,411240,32,2685,2685,5,False,24/09/23
Meeow,169,143983765,Druid,Druid-Feral,214497,,,,2685,2685,5,False,24/09/23
Cebulaczyna,133,121577266,Hunter,Hunter-Marksmanship,333175,Oblivion,401952,32,2685,2685,5,False,24/09/23
Meeow,169,143983765,Druid,Druid-Feral,335272,Void Surge,404154,32,2685,2685,5,False,24/09/23
Pepko,170,178016999,Paladin,Paladin-Retribution,335272,Void Surge,404154,32,2685,2685,5,False,24/09/23
Peanutmage,228,180616658,Mage,Mage-Fire,335403,Void Surge,404154,32,2685,2685,5,False,24/09/23
Shlauffu,229,182304349,Priest,Priest-Shadow,335403,Void Surge,404154,32,2685,2685,5,False,24/09/23
Catherinee,177,180636202,Monk,Monk-Windwalker,335751,Oblivion,401952,32,2685,2685,5,False,24/09/23
Owsianko,10,180528313,DeathKnight,DeathKnight-Unholy,336278,Void Surge,404154,32,2685,2685,5,False,24/09/23
Bärman,168,181432362,Warrior,Warrior-Fury,336278,Void Surge,404154,32,2685,2685,5,False,24/09/23
Lefox,223,175528845,Shaman,Shaman-Restoration,336310,Void Surge,404154,32,2685,2685,5,False,24/09/23
Arathil,1,150634218,Warlock,Warlock-Affliction,336352,Void Surge,404154,32,2685,2685,5,False,24/09/23
Qquo,179,165177271,Priest,Priest-Shadow,336377,Void Surge,404154,32,2685,2685,5,False,24/09/23
Killeen,178,181540927,Evoker,Evoker-Devastation,336382,Void Surge,404154,32,2685,2685,5,False,24/09/23
Màmbà,96,183169964,Paladin,Paladin-Holy,336598,Oblivion,401952,32,2685,2685,5,False,24/09/23
Prohus,12,181500240,Evoker,Evoker-Augmentation,337303,Void Surge,404154,32,2685,2685,5,False,24/09/23
