name,id,guid,type,icon,itemLevel,total,activeTime,activeTimeReduced,overheal,abilitiesName,abilitiesTotal,abilitiesType,pullId,pullCode,encounterId,encounterName,encounterDifficulty,wipeCutoff,encounterKill,encounterDate
Peanutmage,131,180616658,Mage,Mage-Fire,445,400577,3341,3341,,Refreshing Healing Potion,210683,16,21,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Peanutmage,131,180616658,Mage,Mage-Fire,445,400577,3341,3341,,Healthstone,189894,1,21,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Màmbà,99,183169964,Paladin,Paladin-Holy,446,425791,0,0,,Healthstone,221565,1,21,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Màmbà,99,183169964,Paladin,Paladin-Holy,446,425791,0,0,,Refreshing Healing Potion,204226,16,21,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Killeen,102,181540927,Evoker,Evoker-Devastation,446,393542,0,0,,Healthstone,205181,1,21,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Killeen,102,181540927,Evoker,Evoker-Devastation,446,393542,0,0,,Refreshing Healing Potion,188361,16,21,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Shlauffu,104,182304349,Priest,Priest-Shadow,446,147578,0,0,74820,Refreshing Healing Potion,147578,16,21,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Grubi,94,180755381,Rogue,Rogue-Assassination,445,202907,0,0,3479,Refreshing Healing Potion,202907,16,21,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Meeow,95,143983765,Druid,Druid-Feral,447,170671,0,0,48349,Refreshing Healing Potion,170671,16,21,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Pazuzell,84,140773839,DemonHunter,DemonHunter-Vengeance,445,459068,0,0,,Healthstone,309695,1,21,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Pazuzell,84,140773839,DemonHunter,DemonHunter-Vengeance,445,459068,0,0,,Refreshing Healing Potion,149373,16,21,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Bärman,88,181432362,Warrior,Warrior-Fury,444,427687,0,0,,Healthstone,219096,1,21,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Bärman,88,181432362,Warrior,Warrior-Fury,444,427687,0,0,,Refreshing Healing Potion,208591,16,21,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Arathil,85,150634218,Warlock,Warlock-Affliction,446,114814,2236,2236,543948,Refreshing Healing Potion,74309,16,24,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Arathil,85,150634218,Warlock,Warlock-Affliction,446,114814,2236,2236,543948,Healthstone,40505,1,24,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Qquo,103,165177271,Priest,Priest-Shadow,445,173196,0,0,,Refreshing Healing Potion,173196,16,24,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Peanutmage,131,180616658,Mage,Mage-Fire,445,228525,0,0,,Refreshing Healing Potion,228525,16,24,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Killeen,102,181540927,Evoker,Evoker-Devastation,446,195111,0,0,,Healthstone,195111,1,24,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Gunqer,183,118902570,Druid,Druid-Restoration,446,175905,920,920,228271,Healthstone,103708,1,24,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Gunqer,183,118902570,Druid,Druid-Restoration,446,175905,920,920,228271,Refreshing Healing Potion,72197,16,24,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Prohus,91,181500240,Evoker,Evoker-Augmentation,446,439849,0,0,,Healthstone,238471,1,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Prohus,91,181500240,Evoker,Evoker-Augmentation,446,439849,0,0,,Refreshing Healing Potion,201378,16,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Nugera,92,181593749,Evoker,Evoker-Augmentation,445,615888,0,0,,Healthstone,421640,1,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Nugera,92,181593749,Evoker,Evoker-Augmentation,445,615888,0,0,,Refreshing Healing Potion,194248,16,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Catherinee,105,180636202,Monk,Monk-Windwalker,444,720625,0,0,,Refreshing Healing Potion,505346,16,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Catherinee,105,180636202,Monk,Monk-Windwalker,444,720625,0,0,,Healthstone,215279,1,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Grubi,94,180755381,Rogue,Rogue-Subtlety,445,647928,0,0,,Refreshing Healing Potion,435837,16,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Grubi,94,180755381,Rogue,Rogue-Subtlety,445,647928,0,0,,Healthstone,212091,1,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Arathil,85,150634218,Warlock,Warlock-Affliction,446,571266,0,0,,Healthstone,387010,1,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Arathil,85,150634218,Warlock,Warlock-Affliction,446,571266,0,0,,Refreshing Healing Potion,184256,16,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Qquo,103,165177271,Priest,Priest-Shadow,445,547788,691,691,,Refreshing Healing Potion,370996,16,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Qquo,103,165177271,Priest,Priest-Shadow,445,547788,691,691,,Healthstone,176792,1,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Peanutmage,131,180616658,Mage,Mage-Fire,445,444280,0,0,58389,Healthstone,227850,1,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Peanutmage,131,180616658,Mage,Mage-Fire,445,444280,0,0,58389,Refreshing Healing Potion,216430,16,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Owsianko,100,180528313,DeathKnight,DeathKnight-Unholy,445,273891,0,0,182544,Healthstone,268938,1,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Owsianko,100,180528313,DeathKnight,DeathKnight-Unholy,445,273891,0,0,182544,Refreshing Healing Potion,4953,16,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Pepko,93,178016999,Paladin,Paladin-Retribution,444,660042,9178,9178,33452,Refreshing Healing Potion,426188,16,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Pepko,93,178016999,Paladin,Paladin-Retribution,444,660042,9178,9178,33452,Healthstone,233854,1,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Meeow,95,143983765,Druid,Druid-Feral,447,511098,0,0,129140,Refreshing Healing Potion,400375,16,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Meeow,95,143983765,Druid,Druid-Feral,447,511098,0,0,129140,Healthstone,110723,1,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Màmbà,99,183169964,Paladin,Paladin-Holy,446,586623,210,210,13207,Refreshing Healing Potion,400290,16,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Màmbà,99,183169964,Paladin,Paladin-Holy,446,586623,210,210,13207,Healthstone,186333,1,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Lefox,129,175528845,Shaman,Shaman-Restoration,443,416445,228,228,,Refreshing Healing Potion,219651,16,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Lefox,129,175528845,Shaman,Shaman-Restoration,443,416445,228,228,,Healthstone,196794,1,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Pazuzell,84,140773839,DemonHunter,DemonHunter-Vengeance,445,241482,0,0,88121,Healthstone,241482,1,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Killeen,102,181540927,Evoker,Evoker-Devastation,446,378909,0,0,,Healthstone,191301,1,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Killeen,102,181540927,Evoker,Evoker-Devastation,446,378909,0,0,,Refreshing Healing Potion,187608,16,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Shlauffu,104,182304349,Priest,Priest-Shadow,446,432367,0,0,,Refreshing Healing Potion,432367,16,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Bärman,88,181432362,Warrior,Warrior-Fury,444,476765,0,0,,Healthstone,268174,1,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Bärman,88,181432362,Warrior,Warrior-Fury,444,476765,0,0,,Refreshing Healing Potion,208591,16,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Cebulaczyna,135,121577266,Hunter,Hunter-Marksmanship,445,342031,0,0,,Healthstone,342031,1,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Gunqer,183,118902570,Druid,Druid-Restoration,446,218097,0,0,,Healthstone,218097,1,25,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Qquo,103,165177271,Priest,Priest-Shadow,445,513045,0,0,,Healthstone,339850,1,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Qquo,103,165177271,Priest,Priest-Shadow,445,513045,0,0,,Refreshing Healing Potion,173195,16,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Catherinee,105,180636202,Monk,Monk-Windwalker,444,126196,0,0,122888,Refreshing Healing Potion,126196,16,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Arathil,85,150634218,Warlock,Warlock-Affliction,446,184255,0,0,,Refreshing Healing Potion,184255,16,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Peanutmage,131,180616658,Mage,Mage-Fire,445,244392,0,0,,Refreshing Healing Potion,244392,16,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Cebulaczyna,135,121577266,Hunter,Hunter-Marksmanship,445,66994,0,0,138380,Healthstone,66994,1,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Owsianko,100,180528313,DeathKnight,DeathKnight-Unholy,445,208149,0,0,66622,Healthstone,208149,1,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Màmbà,99,183169964,Paladin,Paladin-Holy,446,200145,0,0,,Refreshing Healing Potion,200145,16,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Killeen,102,181540927,Evoker,Evoker-Devastation,446,385443,0,0,,Healthstone,197083,1,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Killeen,102,181540927,Evoker,Evoker-Devastation,446,385443,0,0,,Refreshing Healing Potion,188360,16,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Pepko,93,178016999,Paladin,Paladin-Retribution,444,254850,0,0,,Refreshing Healing Potion,254850,16,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Meeow,95,143983765,Druid,Druid-Feral,447,235244,0,0,,Refreshing Healing Potion,235244,16,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Prohus,91,181500240,Evoker,Evoker-Augmentation,446,315171,6944,6944,200353,Healthstone,264576,1,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Prohus,91,181500240,Evoker,Evoker-Augmentation,446,315171,6944,6944,200353,Refreshing Healing Potion,50595,16,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Klejnotnilu,89,182929355,DeathKnight,DeathKnight-Blood,445,413533,345,345,,Healthstone,251318,1,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Klejnotnilu,89,182929355,DeathKnight,DeathKnight-Blood,445,413533,345,345,,Refreshing Healing Potion,162215,16,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Gunqer,183,118902570,Druid,Druid-Restoration,446,40121,0,0,181244,Healthstone,40121,1,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Shlauffu,104,182304349,Priest,Priest-Shadow,446,262565,0,0,201591,Healthstone,181108,1,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Shlauffu,104,182304349,Priest,Priest-Shadow,446,262565,0,0,201591,Refreshing Healing Potion,81457,16,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Pazuzell,84,140773839,DemonHunter,DemonHunter-Vengeance,445,355971,0,0,,Healthstone,355971,1,26,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Nugera,92,181593749,Evoker,Evoker-Augmentation,445,418998,0,0,,Healthstone,217561,1,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Nugera,92,181593749,Evoker,Evoker-Augmentation,445,418998,0,0,,Refreshing Healing Potion,201437,16,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Prohus,91,181500240,Evoker,Evoker-Augmentation,446,192599,0,0,,Refreshing Healing Potion,192599,16,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Catherinee,105,180636202,Monk,Monk-Windwalker,444,523669,0,0,36584,Healthstone,306686,1,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Catherinee,105,180636202,Monk,Monk-Windwalker,444,523669,0,0,36584,Refreshing Healing Potion,216983,16,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Grubi,94,180755381,Rogue,Rogue-Subtlety,445,438464,0,0,,Refreshing Healing Potion,438464,16,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Arathil,85,150634218,Warlock,Warlock-Affliction,446,435649,0,0,174317,Healthstone,251393,1,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Arathil,85,150634218,Warlock,Warlock-Affliction,446,435649,0,0,174317,Refreshing Healing Potion,184256,16,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Qquo,103,165177271,Priest,Priest-Shadow,445,613132,0,0,,Refreshing Healing Potion,360247,16,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Qquo,103,165177271,Priest,Priest-Shadow,445,613132,0,0,,Healthstone,252885,1,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Peanutmage,131,180616658,Mage,Mage-Fire,445,446514,486,486,1362,Refreshing Healing Potion,236638,16,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Peanutmage,131,180616658,Mage,Mage-Fire,445,446514,486,486,1362,Healthstone,209876,1,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Pepko,93,178016999,Paladin,Paladin-Retribution,444,448542,550,550,,Healthstone,234043,1,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Pepko,93,178016999,Paladin,Paladin-Retribution,444,448542,550,550,,Refreshing Healing Potion,214499,16,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Meeow,95,143983765,Druid,Druid-Feral,447,312284,0,0,111617,Healthstone,176494,1,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Meeow,95,143983765,Druid,Druid-Feral,447,312284,0,0,111617,Refreshing Healing Potion,135790,16,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Màmbà,99,183169964,Paladin,Paladin-Holy,446,62292,0,0,141856,Refreshing Healing Potion,62292,16,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Kryxoria,133,182687721,Priest,Priest-Holy,445,395217,0,0,53020,Refreshing Healing Potion,197990,16,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Kryxoria,133,182687721,Priest,Priest-Holy,445,395217,0,0,53020,Healthstone,197227,1,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Lefox,129,175528845,Shaman,Shaman-Restoration,443,338879,593,593,120240,Healthstone,233486,1,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Lefox,129,175528845,Shaman,Shaman-Restoration,443,338879,593,593,120240,Refreshing Healing Potion,105393,16,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Klejnotnilu,89,182929355,DeathKnight,DeathKnight-Blood,445,389549,0,0,,Healthstone,239350,1,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Klejnotnilu,89,182929355,DeathKnight,DeathKnight-Blood,445,389549,0,0,,Refreshing Healing Potion,150199,16,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Pazuzell,84,140773839,DemonHunter,DemonHunter-Vengeance,445,423091,0,0,,Healthstone,286755,1,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Pazuzell,84,140773839,DemonHunter,DemonHunter-Vengeance,445,423091,0,0,,Refreshing Healing Potion,136336,16,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Killeen,102,181540927,Evoker,Evoker-Devastation,446,422120,0,0,,Healthstone,233759,1,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Killeen,102,181540927,Evoker,Evoker-Devastation,446,422120,0,0,,Refreshing Healing Potion,188361,16,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Bärman,88,181432362,Warrior,Warrior-Fury,444,472802,0,0,789,Healthstone,262126,1,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Bärman,88,181432362,Warrior,Warrior-Fury,444,472802,0,0,789,Refreshing Healing Potion,210676,16,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Gunqer,183,118902570,Druid,Druid-Restoration,446,80983,0,0,143235,Healthstone,80983,1,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Shlauffu,104,182304349,Priest,Priest-Shadow,446,427952,0,0,,Healthstone,234312,1,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Shlauffu,104,182304349,Priest,Priest-Shadow,446,427952,0,0,,Refreshing Healing Potion,193640,16,27,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Qquo,103,165177271,Priest,Priest-Shadow,445,567146,650,650,,Refreshing Healing Potion,368238,16,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Qquo,103,165177271,Priest,Priest-Shadow,445,567146,650,650,,Healthstone,198908,1,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Catherinee,105,180636202,Monk,Monk-Windwalker,444,115563,0,0,133033,Refreshing Healing Potion,115563,16,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Arathil,85,150634218,Warlock,Warlock-Affliction,446,155996,0,0,18023,Refreshing Healing Potion,155996,16,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Màmbà,99,183169964,Paladin,Paladin-Holy,446,261048,204,204,248933,Refreshing Healing Potion,243234,16,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Màmbà,99,183169964,Paladin,Paladin-Holy,446,261048,204,204,248933,Healthstone,17814,1,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Killeen,102,181540927,Evoker,Evoker-Devastation,446,427314,0,0,,Healthstone,234134,1,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Killeen,102,181540927,Evoker,Evoker-Devastation,446,427314,0,0,,Refreshing Healing Potion,193180,16,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Nugera,92,181593749,Evoker,Evoker-Augmentation,445,406367,361,361,,Refreshing Healing Potion,204706,16,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Nugera,92,181593749,Evoker,Evoker-Augmentation,445,406367,361,361,,Healthstone,201661,1,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Meeow,95,143983765,Druid,Druid-Feral,447,233545,0,0,245955,Healthstone,129722,1,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Meeow,95,143983765,Druid,Druid-Feral,447,233545,0,0,245955,Refreshing Healing Potion,103823,16,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Prohus,91,181500240,Evoker,Evoker-Augmentation,446,433644,0,0,,Refreshing Healing Potion,218217,16,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Prohus,91,181500240,Evoker,Evoker-Augmentation,446,433644,0,0,,Healthstone,215427,1,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Klejnotnilu,89,182929355,DeathKnight,DeathKnight-Blood,445,241566,0,0,,Healthstone,241566,1,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Gunqer,183,118902570,Druid,Druid-Restoration,446,96712,0,0,122098,Healthstone,96712,1,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Shlauffu,104,182304349,Priest,Priest-Shadow,446,388388,0,0,283593,Refreshing Healing Potion,310483,16,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Shlauffu,104,182304349,Priest,Priest-Shadow,446,388388,0,0,283593,Healthstone,77905,1,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Grubi,94,180755381,Rogue,Rogue-Subtlety,445,456432,0,0,,Refreshing Healing Potion,456432,16,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Kryxoria,133,182687721,Priest,Priest-Holy,445,197990,0,0,,Refreshing Healing Potion,197990,16,28,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Qquo,103,165177271,Priest,Priest-Shadow,445,173196,0,0,,Refreshing Healing Potion,173196,16,29,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Catherinee,105,180636202,Monk,Monk-Windwalker,444,465264,0,0,,Refreshing Healing Potion,243934,16,29,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Catherinee,105,180636202,Monk,Monk-Windwalker,444,465264,0,0,,Healthstone,221330,1,29,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Peanutmage,131,180616658,Mage,Mage-Fire,445,244537,0,0,29450,Refreshing Healing Potion,244537,16,29,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Cebulaczyna,135,121577266,Hunter,Hunter-Marksmanship,445,104661,0,0,130201,Refreshing Healing Potion,104661,16,29,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Màmbà,99,183169964,Paladin,Paladin-Holy,446,599829,354,354,,Refreshing Healing Potion,400290,16,29,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Màmbà,99,183169964,Paladin,Paladin-Holy,446,599829,354,354,,Healthstone,199539,1,29,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Killeen,102,181540927,Evoker,Evoker-Devastation,446,426538,0,0,,Refreshing Healing Potion,227358,16,29,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Killeen,102,181540927,Evoker,Evoker-Devastation,446,426538,0,0,,Healthstone,199180,1,29,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Pepko,93,178016999,Paladin,Paladin-Retribution,444,391176,594,594,,Healthstone,199343,1,29,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Pepko,93,178016999,Paladin,Paladin-Retribution,444,391176,594,594,,Refreshing Healing Potion,191833,16,29,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Nugera,92,181593749,Evoker,Evoker-Augmentation,445,205092,0,0,,Healthstone,205092,1,29,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Meeow,95,143983765,Druid,Druid-Feral,447,131073,0,0,114320,Refreshing Healing Potion,131073,16,29,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Prohus,91,181500240,Evoker,Evoker-Augmentation,446,459673,0,0,,Refreshing Healing Potion,252792,16,29,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Prohus,91,181500240,Evoker,Evoker-Augmentation,446,459673,0,0,,Healthstone,206881,1,29,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
Klejnotnilu,89,182929355,DeathKnight,DeathKnight-Blood,445,640715,0,0,,Healthstone,490516,1,29,kxLdcyKrfm3VZBaF,2685,Scalecommander Sarkareth,5,0,False,04/10/23
